"date","message","Number of files","Number of lines","0 - Ruby","1 - Haml","2 - YAML","3 - SASS","4 - JSON"
"2016-02-05 15:01:18 +0000","Merge pull request #1004 from ministryofjustice/speedtest  More speeding up tests","774","30232","20971","3747","1395","1423","1038"
"2016-02-05 14:52:47 +0000","Merge pull request #998 from ministryofjustice/certification-return-to-claim-scenario  Scenario for 'Return to claim' from certification page","774","30220","20959","3747","1395","1423","1038"
"2016-02-05 14:17:03 +0000","Merge pull request #999 from ministryofjustice/add-allocation-cw-search  Add allocation cw search","774","30220","20959","3747","1395","1423","1038"
"2016-02-05 13:17:38 +0000","Merge pull request #1002 from ministryofjustice/speedtest  Speed up tests:","774","30208","20959","3735","1395","1423","1038"
"2016-02-05 12:39:52 +0000","Merge pull request #1003 from ministryofjustice/release-notes-typo  correct copy typo in release notes","773","30182","20933","3735","1395","1423","1038"
"2016-02-05 12:05:12 +0000","Merge pull request #1001 from ministryofjustice/modify-api-doc-routes  modify routes to api documentation","773","30182","20933","3735","1395","1423","1038"
"2016-02-05 11:28:12 +0000","Merge pull request #1000 from ministryofjustice/release-notes-copy  add release note copy for claim importer error reporting","773","30182","20933","3735","1395","1423","1038"
"2016-02-04 16:49:20 +0000","Merge pull request #997 from ministryofjustice/speedtest  Implement parallel tests","773","30180","20933","3733","1395","1423","1038"
"2016-02-04 13:59:08 +0000","Merge pull request #996 from ministryofjustice/seed_names  Force validation of FeeType and display error messages from json_docu…","773","30180","20933","3733","1395","1423","1038"
"2016-02-03 17:27:37 +0000","Merge pull request #995 from ministryofjustice/fix-certification-return-to-claim-bug  Fix certification 'Return to claim' button","772","30019","20911","3733","1395","1423","908"
"2016-02-03 17:16:58 +0000","Merge pull request #993 from ministryofjustice/add-api-release-notes  add API release notes page and copy","772","30019","20911","3733","1395","1423","908"
"2016-02-03 16:56:38 +0000","Merge pull request #994 from ministryofjustice/seed_names  Update demo seed data","771","29979","20913","3691","1395","1423","908"
"2016-02-03 12:35:27 +0000","Merge pull request #992 from ministryofjustice/feedback  Skip Feedback page in dev","771","29979","20913","3691","1395","1423","908"
"2016-02-03 12:35:05 +0000","Merge pull request #991 from ministryofjustice/add-retrial-daf-to-demo-data  modify demo data to meet retrial-daf validation requirements","771","29975","20909","3691","1395","1423","908"
"2016-02-03 11:15:13 +0000","Merge pull request #920 from ministryofjustice/accessible-accordion  Accessible accordion","771","29968","20902","3691","1395","1423","908"
"2016-02-03 11:14:14 +0000","Merge pull request #985 from ministryofjustice/confirmation-page  Confirmation page design changes","770","29776","20902","3682","1395","1420","908"
"2016-02-02 14:24:24 +0000","Merge pull request #990 from ministryofjustice/update-go_uk_date_fields-gem  apply updated gov_uk_date_fields gem","769","29757","20900","3693","1395","1392","908"
"2016-02-02 12:53:11 +0000","Merge pull request #988 from ministryofjustice/certification-page-layout-updates  Implement page layouts for the certification page","770","29768","20911","3693","1395","1392","908"
"2016-02-02 12:39:42 +0000","Merge pull request #989 from ministryofjustice/modify-daf-retrial-validation  modify the DAF/trial length validations to ignore edge case","770","29731","20911","3677","1390","1376","908"
"2016-02-02 12:09:00 +0000","Merge pull request #987 from ministryofjustice/patch-demo-data  fix broken demo data for retrials","770","29727","20907","3677","1390","1376","908"
"2016-02-02 10:31:50 +0000","Merge pull request #986 from ministryofjustice/alpha-to-beta  Finally move from ALPHA to BETA","770","29726","20906","3677","1390","1376","908"
"2016-02-01 22:46:29 +0000","Merge pull request #983 from ministryofjustice/fix-flickering-spec  Fix flickering MI report presenter spec","770","29726","20906","3677","1390","1376","908"
"2016-02-01 14:49:42 +0000","Merge pull request #984 from ministryofjustice/modify-daf-validation-for-retrials  fixes a validation that relies on trial lengths","770","29724","20904","3677","1390","1376","908"
"2016-01-29 15:44:42 +0000","Merge pull request #972 from ministryofjustice/claim-deallocation  Claim deallocation","770","29689","20869","3677","1390","1376","908"
"2016-01-29 14:53:35 +0000","Merge pull request #982 from ministryofjustice/add-retrial-fields  Add retrial fields","770","29541","20762","3663","1381","1371","908"
"2016-01-28 21:48:49 +0000","Merge pull request #978 from ministryofjustice/claim-defendants-details  Formatting Defendants details","764","29222","20560","3612","1339","1371","908"
"2016-01-28 18:18:31 +0000","Merge pull request #979 from ministryofjustice/override-govukdatefields-placeholders  Override placeholders from gov_uk_datefields gem - temporary fix","765","29239","20560","3612","1337","1373","908"
"2016-01-28 17:14:04 +0000","Merge pull request #977 from ministryofjustice/fix-feedback-email-persistence-bug  Persist user id","764","29228","20549","3612","1337","1373","908"
"2016-01-28 10:02:37 +0000","Merge pull request #974 from ministryofjustice/validate-plus-sign-in-emails  Validate for presence of ""+"" in emails and do not allow","764","29226","20549","3610","1337","1373","908"
"2016-01-28 09:33:07 +0000","Merge pull request #976 from ministryofjustice/remove-keylines  Remove key lines from start a new claim","764","29211","20534","3610","1337","1373","908"
"2016-01-28 09:32:55 +0000","Merge pull request #975 from ministryofjustice/add-example-text  Added help text to some of the start a new claim fields","764","29206","20534","3610","1337","1368","908"
"2016-01-27 16:50:23 +0000","Merge pull request #973 from ministryofjustice/remove-sticky  Remove sticky footer on start a new claim.","764","29190","20534","3597","1334","1368","908"
"2016-01-27 14:41:53 +0000","Merge pull request #971 from ministryofjustice/start-claim-advocate-type  Change Advocate Category to radio buttons","765","29230","20534","3598","1334","1381","908"
"2016-01-27 13:34:22 +0000","Merge pull request #970 from ministryofjustice/change-offence-select-prompt-copy  Change from 'select offence' to 'please select'","765","29235","20534","3603","1334","1381","908"
"2016-01-27 11:04:31 +0000","Merge pull request #969 from ministryofjustice/tweak-t-and-c-copy  minor amendment to T & Cs for app","765","29235","20534","3603","1334","1381","908"
"2016-01-26 16:44:28 +0000","Merge pull request #968 from ministryofjustice/do_not_use_versions_for_state_transtion  use claim_state_transitions to track all stage changes","765","29235","20534","3603","1334","1381","908"
"2016-01-26 15:58:44 +0000","Merge pull request #967 from ministryofjustice/change-provider-and-advocate-copy  Change provider and advocate management copy","765","29241","20540","3603","1334","1381","908"
"2016-01-26 14:30:20 +0000","Merge pull request #966 from ministryofjustice/start-claim-copy  Remove ""Supporting evidence"" copy on start a new claim page","765","29240","20539","3603","1334","1381","908"
"2016-01-26 12:48:42 +0000","Merge pull request #965 from ministryofjustice/fix-feedback-email-security-issue  Refactor feedback signout user persistence","765","29242","20539","3605","1334","1381","908"
"2016-01-26 12:00:20 +0000","Merge pull request #963 from ministryofjustice/remove-indictment-number  remove indictment number from app","765","29239","20536","3605","1334","1381","908"
"2016-01-26 11:55:52 +0000","Merge pull request #964 from ministryofjustice/remove_day_2_onwards  day 2 onwards copy removed; fee doesnt change","764","29254","20537","3605","1334","1381","922"
"2016-01-26 10:50:55 +0000","Merge pull request #961 from ministryofjustice/terms-and-conditions-copy  add new T & C copy","764","29254","20537","3605","1334","1381","922"
"2016-01-26 10:50:28 +0000","Merge pull request #962 from ministryofjustice/update-rails-4.2.5.1  Update Rails to 4.2.5.1","764","29137","20537","3498","1334","1371","922"
"2016-01-25 17:25:29 +0000","Merge pull request #960 from ministryofjustice/fix_mi_again  reject! can return nil","764","29137","20537","3498","1334","1371","922"
"2016-01-25 16:17:18 +0000","Merge pull request #959 from ministryofjustice/fix-cracked-trial-nilclass-bug  fix zendesk bug encountered","764","29137","20537","3498","1334","1371","922"
"2016-01-25 16:17:00 +0000","Merge pull request #958 from ministryofjustice/fix_mi  fix nilclass bug; breaking MI on gamma only","764","29137","20537","3498","1334","1371","922"
"2016-01-25 14:49:46 +0000","Merge pull request #957 from ministryofjustice/cleanup-feedback-and-bug-models  Small refactor and clean up","764","29135","20535","3498","1334","1371","922"
"2016-01-25 12:18:56 +0000","Merge pull request #956 from ministryofjustice/display-certification-details  Display certification details","764","29144","20544","3498","1334","1371","922"
"2016-01-25 11:30:06 +0000","Merge pull request #955 from ministryofjustice/persist-email-for-sign-out-feedback  Carry over email address when signing out for feedback","763","29087","20511","3484","1331","1364","922"
"2016-01-22 14:38:09 +0000","Merge pull request #954 from ministryofjustice/one_mi_row_per_pass  One mi row per pass","763","29075","20499","3484","1331","1364","922"
"2016-01-22 14:15:11 +0000","Merge pull request #953 from ministryofjustice/conditional-offence-validation  Conditional offence validation","763","29040","20464","3484","1331","1364","922"
"2016-01-22 10:04:19 +0000","Merge pull request #952 from ministryofjustice/tweak-uncalculated-fee-copy  add fee presenter specs and modify 'n/a' copy for rate","763","29033","20462","3484","1326","1364","922"
"2016-01-21 16:27:11 +0000","Merge pull request #951 from ministryofjustice/fix-ppe-npw-data-migration  fix migration for ppe and npw","763","29000","20429","3484","1326","1364","922"
"2016-01-21 15:11:08 +0000","Merge pull request #949 from ministryofjustice/modify-ppe-npw-fee-entry  Modify ppe npw fee entry","762","28990","20419","3484","1326","1364","922"
"2016-01-21 14:40:54 +0000","Merge pull request #948 from ministryofjustice/last_state_input_by_cw  MI download: when state == archived_pending_delete show prev state","757","28814","20292","3466","1295","1364","922"
"2016-01-21 14:14:10 +0000","Merge pull request #947 from ministryofjustice/feedback_loop_journey_change  Feedback loop journey for users when signing out","757","28808","20286","3466","1295","1364","922"
"2016-01-21 13:59:11 +0000","Merge pull request #950 from ministryofjustice/certification-copy-tweaks  Copy changes on certification preamble","757","28755","20233","3466","1295","1364","922"
"2016-01-21 13:53:51 +0000","Merge pull request #938 from ministryofjustice/fix-select-all  Allocation checkbox is being removed","757","28755","20233","3466","1295","1364","922"
"2016-01-20 11:54:02 +0000","Merge pull request #914 from ministryofjustice/certify-page  Certification page - radio buttons","757","28737","20218","3466","1295","1364","922"
"2016-01-19 16:01:22 +0000","Merge pull request #940 from ministryofjustice/management_information_fix  old claims in gamma have non state-change versions; handle nils","750","28716","20187","3476","1295","1364","922"
"2016-01-19 12:11:14 +0000","Merge pull request #939 from ministryofjustice/add-redetermination-marker-to-allocation  add redetermination marker copy to allocation and re-allocation pages","750","28710","20181","3476","1295","1364","922"
"2016-01-15 16:10:55 +0000","Merge pull request #919 from ministryofjustice/fix-swagger-url-v2  fix swagger doc url initializer","750","28707","20178","3476","1295","1364","922"
"2016-01-15 16:10:28 +0000","Merge pull request #916 from ministryofjustice/copy-change-MI-report  copy change to MI page and name of csv report","750","28707","20178","3476","1295","1364","922"
"2016-01-15 12:59:39 +0000","Merge pull request #917 from ministryofjustice/fix-financial-summary  Reverse a change made to authorised claims method","750","28701","20178","3474","1291","1364","922"
"2016-01-15 10:50:04 +0000","Merge pull request #913 from ministryofjustice/advo-sortable-claims-lists  Advo sortable claims lists","750","28702","20179","3474","1291","1364","922"
"2016-01-15 10:44:20 +0000","Merge pull request #915 from ministryofjustice/tweaks-to-MI-report  humanize MI report headers","747","28683","20160","3474","1291","1364","922"
"2016-01-15 09:54:42 +0000","Merge pull request #912 from ministryofjustice/management-information  Management information: :+1: - is it worth giving the report and or the page some copy to better describe what it is they are downloading? it was unclear to me (not having any prior knowledge) what the data represents","747","28683","20160","3474","1291","1364","922"
"2016-01-14 15:37:31 +0000","Merge pull request #910 from ministryofjustice/tiny-user_roles_refactor  Cleanup UserRoles module","742","28536","20028","3470","1280","1364","922"
"2016-01-14 15:31:59 +0000","Merge pull request #911 from ministryofjustice/remove-old-allocate-functionality-from-case_workers  Remove old case worker claim allocation","742","28538","20030","3470","1280","1364","922"
"2016-01-14 12:21:39 +0000","Merge pull request #908 from ministryofjustice/roles-refactor  Roles refactor","743","28585","20050","3497","1280","1364","922"
"2016-01-13 08:36:01 +0000","Merge pull request #907 from ministryofjustice/cw-sortable-claim-list-cuke  add sorting cuke scenario outline","741","28418","19915","3495","1280","1364","922"
"2016-01-12 20:44:26 +0000","Merge pull request #906 from ministryofjustice/fix-advocate-claim-form-error-link  Claim errors link for advocate fix","740","28394","19891","3495","1280","1364","922"
"2016-01-12 14:56:55 +0000","Update ruby version to 2.3.0","740","28394","19891","3495","1280","1364","922"
"2016-01-12 14:26:07 +0000","Update .ruby-version to 2.3.0","740","28394","19891","3495","1280","1364","922"
"2016-01-12 13:36:46 +0000","Merge pull request #899 from ministryofjustice/offence-field-realignment  amend alignment of offence category and class","740","28394","19891","3495","1280","1364","922"
"2016-01-12 13:36:29 +0000","Merge pull request #905 from ministryofjustice/defendants-start-new-claim  Some styling and working around Defendants start new claim","740","28388","19891","3493","1280","1360","922"
"2016-01-12 13:36:09 +0000","Merge pull request #903 from ministryofjustice/cw-sortable-claims-lists  Case worker sortable claim lists","740","28365","19870","3491","1280","1360","922"
"2016-01-12 09:17:22 +0000","Merge pull request #904 from ministryofjustice/update-readme-with-superadmin-param-info  Super admin email and password env variable info","741","28336","19797","3503","1278","1394","922"
"2016-01-12 08:29:12 +0000","Merge pull request #900 from ministryofjustice/rename-advocate-model-to-external_user  Refactor Advocate model to ExternalUser","741","28336","19797","3503","1278","1394","922"
"2016-01-11 11:44:43 +0000","Merge pull request #898 from ministryofjustice/style-case-details  Improve cracked/trial details styling","738","28303","19764","3503","1278","1394","922"
"2016-01-08 10:39:51 +0000","Merge pull request #895 from ministryofjustice/cannot_reject_redet_or_writtenreasons  do not allow redeterminations to be rejected","738","28289","19763","3497","1278","1387","922"
"2016-01-07 18:45:45 +0000","Merge pull request #897 from ministryofjustice/remove_feature_toggle  Flip gem for feature toggling not needed","738","28276","19750","3497","1278","1387","922"
"2016-01-07 18:11:18 +0000","Merge pull request #896 from ministryofjustice/add-cw-redetermination-help-text  add help/hint text to case worker redetermination form","739","28288","19762","3497","1278","1387","922"
"2016-01-07 15:32:26 +0000","Merge pull request #894 from ministryofjustice/change-offence-category-search  Change offence category search","739","28288","19765","3494","1278","1387","922"
"2016-01-07 13:30:35 +0000","Merge pull request #893 from ministryofjustice/remove-cw-redetermination-visual-marker  remove caseworker visual redetermination marker","739","28283","19765","3492","1278","1387","922"
"2016-01-07 12:58:21 +0000","Merge pull request #892 from ministryofjustice/remove-offence-migration-work  Remove offence migration work","739","28289","19766","3492","1278","1392","922"
"2016-01-07 12:03:02 +0000","Merge pull request #891 from ministryofjustice/firm-vat-radio-button  Change advocate user vat radio button","741","28384","19861","3492","1278","1392","922"
"2016-01-07 09:07:17 +0000","Merge pull request #890 from ministryofjustice/drop-issued-by  Remove granting body(Issued by) from representation orders","741","28384","19862","3491","1278","1392","922"
"2016-01-06 21:12:03 +0000","Merge pull request #889 from ministryofjustice/tweek-api-dropdown-spec  tweek api endpoint URIcomponent separator in dropdown spec","740","28498","19931","3507","1293","1392","936"
"2016-01-06 20:04:38 +0000","Merge pull request #887 from ministryofjustice/redetermination_flag__to_presenter  cool, was going to move this logic to presenter myself so good stuff. will merge anyway but you could apply similar logic to the tr elements class which marks the redeterminations row with a black left border.","740","28498","19931","3507","1293","1392","936"
"2016-01-06 15:42:42 +0000","Merge pull request #886 from ministryofjustice/copy-change-redetermination-marker  Copy change redetermination marker","740","28495","19928","3507","1293","1392","936"
"2016-01-06 15:39:50 +0000","Merge pull request #883 from ministryofjustice/superadmin-conditional-advocate-fields  Conditionally show supplier number and vat registration fields","740","28489","19922","3507","1293","1392","936"
"2016-01-06 10:43:33 +0000","Merge pull request #885 from ministryofjustice/add-offence-data-migration  Add offence data migration","738","28405","19880","3498","1293","1392","936"
"2016-01-06 08:45:25 +0000","Merge pull request #874 from ministryofjustice/adv-maintain-user  Advocate maintain user","737","28327","19802","3498","1293","1392","936"
"2016-01-06 08:32:48 +0000","Merge pull request #876 from ministryofjustice/adv-providers  Advocate providers page layout","735","28272","19768","3485","1285","1392","936"
"2016-01-05 14:28:29 +0000","Merge pull request #884 from ministryofjustice/optional-fields-for-advocates-admin  Optional supplier number and vat registration fields for advocates admin","735","28253","19768","3469","1285","1389","936"
"2016-01-05 09:03:09 +0000","Merge pull request #881 from ministryofjustice/seed-adv-provider-user  Create advocates who belongs to chambers in the seed data","735","28216","19735","3465","1285","1389","936"
"2016-01-05 08:39:23 +0000","Merge pull request #882 from ministryofjustice/add-full-offence-seeds  add sanitised full offence list CSV and loading script","735","28166","19685","3465","1285","1389","936"
"2016-01-04 22:24:25 +0000","Merge pull request #880 from ministryofjustice/remove_rep_order  allow rep orders to be deleted in claim edit. :+1:","734","28150","19669","3465","1285","1389","936"
"2016-01-04 16:33:09 +0000","Merge pull request #879 from ministryofjustice/rename-apply_vat-to-vat_registered  Rename Advocate#apply_vat to Advocate#vat_registered","734","28133","19652","3465","1285","1389","936"
"2016-01-04 15:21:21 +0000","Merge pull request #878 from ministryofjustice/derive-supplier_number-and-vat-registration-from-provider  Derive supplier number and VAT registration from provider model","733","28128","19647","3465","1285","1389","936"
"2016-01-04 12:34:59 +0000","Merge pull request #877 from ministryofjustice/advocate-supplier-number-validation  Conditional validation of supplier number based on provider type","733","28084","19603","3465","1285","1389","936"
"2015-12-31 11:06:12 +0000","Merge pull request #875 from ministryofjustice/adv-add-edit-user  Advocate ""Add/Edit advocate"" page designs implemented","733","28054","19573","3465","1285","1389","936"
"2015-12-30 16:43:30 +0000","Fix further ""alpha"" typos","732","28042","19573","3455","1283","1389","936"
"2015-12-30 16:41:26 +0000","Fix ""alpha"" type on locale","732","28042","19573","3455","1283","1389","936"
"2015-12-30 16:26:48 +0000","Merge pull request #873 from ministryofjustice/remove-chamber-model  Remove Chamber model and related files and references","732","28042","19573","3455","1283","1389","936"
"2015-12-30 15:25:23 +0000","Merge pull request #872 from ministryofjustice/changeover-to-provider-model  Update links, specs and cukes for Provider model migration","745","28337","19706","3574","1322","1393","936"
"2015-12-30 10:07:38 +0000","schema.rb","747","28513","19882","3574","1322","1393","936"
"2015-12-30 09:28:52 +0000","Merge branch 'refactor-chambers' into develop","747","28512","19881","3574","1322","1393","936"
"2015-12-29 16:27:26 +0000","Merge pull request #871 from ministryofjustice/adv-user-details  Advocate ""Your account"" and  ""Change password"" layout updated","728","27913","19460","3446","1276","1389","936"
"2015-12-29 15:29:57 +0000","Merge pull request #870 from ministryofjustice/adv-all-claims  Implement advocate ""All/Your Claims"" and ""Archive"" page designs","728","27899","19460","3432","1276","1389","936"
"2015-12-29 09:38:37 +0000","Merge pull request #869 from ministryofjustice/cw-re-allocations  Case workers  re-allocations page","728","27900","19460","3431","1276","1391","936"
"2015-12-24 12:26:53 +0000","Merge pull request #867 from ministryofjustice/show-latest-submission-date  Show latest submission date","725","27805","19460","3375","1266","1391","936"
"2015-12-24 11:40:11 +0000","Merge pull request #866 from ministryofjustice/cw-copy-changes  Misc copy changes","725","27783","19438","3375","1266","1391","936"
"2015-12-24 11:39:57 +0000","Merge pull request #868 from ministryofjustice/cw-search-fields  Increase the height of the search field so it lines up the search button","725","27781","19438","3374","1265","1391","936"
"2015-12-23 16:29:11 +0000","Merge pull request #865 from ministryofjustice/cw-add-edit-cw  Improve Add/Edit case worker pages","725","27781","19438","3374","1265","1391","936"
"2015-12-23 15:34:38 +0000","Merge pull request #864 from ministryofjustice/gitignore-byebug-history  exclude byebug history from repo","725","27776","19438","3369","1265","1391","936"
"2015-12-23 14:38:33 +0000","Merge pull request #857 from ministryofjustice/cw-manage-users  Case workers manage users page","725","27776","19438","3369","1265","1391","936"
"2015-12-23 14:31:04 +0000","Merge pull request #863 from ministryofjustice/mark-redeterminations-in-cw-list  highlight claims opened for redetermination","722","27729","19406","3359","1265","1386","936"
"2015-12-23 09:45:17 +0000","Merge pull request #862 from ministryofjustice/fix-case-worker-archive-search  fix broken case worker archive search on gamma","722","27724","19406","3359","1265","1381","936"
"2015-12-22 12:12:51 +0000","Merge pull request #861 from ministryofjustice/increase-padding-of-number-of-claims  increase padding below claim count on all claims tables","722","27717","19399","3359","1265","1381","936"
"2015-12-22 11:55:07 +0000","Merge pull request #855 from ministryofjustice/drop-approval-limit  Drop ""Approval Level"" from case workers","722","27716","19399","3359","1265","1380","936"
"2015-12-22 11:47:46 +0000","Merge pull request #860 from ministryofjustice/persist-apply-vat-on-claim  Persist apply_vat on claim when calculating VAT","721","27749","19423","3367","1266","1380","936"
"2015-12-22 11:29:22 +0000","Merge pull request #859 from ministryofjustice/fix-pagination-bug  Fix pagination bug","721","27749","19423","3367","1266","1380","936"
"2015-12-22 09:36:07 +0000","Merge pull request #858 from ministryofjustice/ensure-seeds-idempotent  Ensure seeds idempotent","721","27762","19439","3364","1266","1380","936"
"2015-12-21 16:43:57 +0000","Merge pull request #853 from ministryofjustice/case-worker-users  Case worker user details and change password page layout.","721","27764","19441","3364","1266","1380","936"
"2015-12-21 16:43:16 +0000","Merge pull request #852 from ministryofjustice/cw-claims  Case worker ""Your Claims""/""""Archive"" changes","721","27744","19441","3350","1266","1374","936"
"2015-12-21 15:57:30 +0000","Merge pull request #856 from ministryofjustice/cloner-specs  add cloner specs relating to not cloning determinations","721","27739","19441","3350","1266","1369","936"
"2015-12-21 14:18:43 +0000","Merge pull request #854 from ministryofjustice/do-not-clone-determinations  Stop cloning determinations","721","27731","19433","3350","1266","1369","936"
"2015-12-21 14:00:57 +0000","Merge pull request #850 from ministryofjustice/fix-n+1  Fix N+1 query","721","27728","19430","3350","1266","1369","936"
"2015-12-21 11:01:37 +0000","Merge pull request #851 from ministryofjustice/update_version_record  update version when migrating vat_amount","721","27728","19430","3350","1266","1369","936"
"2015-12-18 16:12:40 +0000","Merge pull request #849 from ministryofjustice/update_column  use update_column in vat_amount migration script","721","27723","19425","3350","1266","1369","936"
"2015-12-18 13:56:46 +0000","Merge pull request #847 from ministryofjustice/cw-claims  Implement case workers ""Your Claims"" and ""Archive"" page designs","721","27723","19425","3350","1266","1369","936"
"2015-12-18 13:43:30 +0000","Merge pull request #836 from ministryofjustice/claim-assessed-part2  Claim Detail - Claim/Assessed amounts","721","27709","19423","3341","1266","1366","936"
"2015-12-17 10:15:11 +0000","Merge pull request #845 from ministryofjustice/cw-allocation  Implement case worker admin (re-)allocation page designs","720","27505","19292","3307","1266","1366","936"
"2015-12-17 10:00:59 +0000","Merge pull request #846 from ministryofjustice/stop-header-from-wrapping  Stop the service name from wrapping when the screen narrows","718","27518","19306","3313","1264","1360","936"
"2015-12-16 13:35:50 +0000","Merge pull request #843 from ministryofjustice/upgrade-to-rails-4.2.5  Upgrade to Rails 4.2.5","718","27513","19306","3313","1264","1355","936"
"2015-12-16 10:51:05 +0000","Merge pull request #841 from ministryofjustice/populate-daf-quantity-from-trial-length  popluate daily attendance fees from actual trial length","718","27513","19306","3313","1264","1355","936"
"2015-12-15 13:30:39 +0000","Merge pull request #842 from ministryofjustice/help-text  add help text for expense hours","717","27469","19288","3313","1264","1355","936"
"2015-12-15 13:00:48 +0000","Merge pull request #840 from ministryofjustice/move_feedback_link  Move feedback link","717","27469","19288","3313","1264","1355","936"
"2015-12-14 15:32:10 +0000","Merge pull request #839 from ministryofjustice/cleanup-claim-model  Cleanup claim model","717","27467","19288","3311","1264","1355","936"
"2015-12-14 11:07:42 +0000","Merge pull request #837 from ministryofjustice/fix-assessment-js-submit  Do not submit the case workers assessment form if the user presses enter","717","27463","19284","3311","1264","1355","936"
"2015-12-14 09:55:27 +0000","Merge pull request #838 from ministryofjustice/fix-api-bug  Fix api bug","717","27463","19284","3311","1264","1355","936"
"2015-12-10 11:04:00 +0000","Merge pull request #835 from ministryofjustice/fix-claim-offence-validation-message-link  Fix error message link for offence on claim form","717","27402","19263","3311","1224","1355","936"
"2015-12-10 10:45:40 +0000","Merge pull request #834 from ministryofjustice/remove-basic-fee-1-validation  Remove basic fee 1 validation","717","27402","19263","3311","1224","1355","936"
"2015-12-10 09:17:27 +0000","Merge pull request #833 from ministryofjustice/fix-advocate-creator-validation  Fix validation so does not trigger before advocate selected","717","27381","19250","3311","1216","1355","936"
"2015-12-09 14:23:16 +0000","Merge pull request #832 from ministryofjustice/basic-fee-header-copy-change  change help text in initial fee header section","717","27380","19249","3311","1216","1355","936"
"2015-12-09 10:50:34 +0000","Merge pull request #831 from ministryofjustice/expense_hours_help  add help text for expense hours","717","27380","19249","3311","1216","1355","936"
"2015-12-08 12:26:28 +0000","Merge pull request #830 from ministryofjustice/fix-cloning-bug  Fix cloning bug","717","27379","19249","3311","1215","1355","936"
"2015-12-08 11:27:11 +0000","Merge pull request #829 from ministryofjustice/fix-discontinuance-bug  ""Discontinuance"" case type should not require trial dates","717","27378","19249","3310","1215","1355","936"
"2015-12-07 15:10:35 +0000","Merge pull request #828 from ministryofjustice/daf-validation-refactor  refactor of a DAF validation inline with other similar such","717","27378","19249","3310","1215","1355","936"
"2015-12-07 13:24:20 +0000","Merge pull request #827 from ministryofjustice/correct-daf-validations  fix daily attendance fee edge validations","717","27380","19251","3310","1215","1355","936"
"2015-12-07 11:56:55 +0000","Merge pull request #824 from ministryofjustice/basic-info  Update Claim details basic information section","717","27385","19256","3310","1215","1355","936"
"2015-12-07 11:56:16 +0000","Merge pull request #826 from ministryofjustice/rename-service-v2  replace name - remove ""work"" from ""Claim for crown court defence work""","715","27309","19256","3237","1207","1360","936"
"2015-12-04 15:09:52 +0000","Merge pull request #822 from ministryofjustice/rename-service  Rename service","715","27309","19256","3237","1207","1360","936"
"2015-12-04 13:21:42 +0000","Merge pull request #823 from ministryofjustice/modify-change-importer-specs  modify claim importer inline with fee calculation changes","715","27309","19256","3237","1207","1360","936"
"2015-12-04 09:03:59 +0000","Merge pull request #821 from ministryofjustice/applying_vat  Applying vat","715","27309","19256","3237","1207","1360","936"
"2015-12-03 22:32:15 +0000","Merge pull request #820 from ministryofjustice/remove-jenkins-line-from-readme  Remove jenkins line near top of readme","715","27282","19229","3237","1207","1360","936"
"2015-12-02 17:44:39 +0000","Merge pull request #819 from ministryofjustice/fix-fee-presenter-float-division  fix float division bug in fee presenter","715","27282","19229","3237","1207","1360","936"
"2015-12-02 17:25:30 +0000","Merge pull request #817 from ministryofjustice/disable-uniqueness-validation-supplier-number  Disable uniqueness validation on supplier number","715","27282","19229","3237","1207","1360","936"
"2015-12-02 17:11:51 +0000","Merge pull request #818 from ministryofjustice/round-rate-demo-data-fees-expenses  round floats for demo data","715","27284","19231","3237","1207","1360","936"
"2015-12-02 16:18:55 +0000","Merge pull request #816 from ministryofjustice/add-fee-calculations  Add fee calculations","715","27284","19231","3237","1207","1360","936"
"2015-12-02 14:25:05 +0000","Merge pull request #815 from ministryofjustice/pagination-for-advocates-and-caseworker-claims  Pagination for advocates and caseworker claims","714","27215","19177","3221","1207","1360","936"
"2015-12-01 15:28:32 +0000","Merge pull request #814 from ministryofjustice/refactor_message_partial  Refactor message partial","707","27178","19175","3194","1207","1352","936"
"2015-12-01 11:35:18 +0000","Merge pull request #813 from ministryofjustice/remove-formatting-on-expense-rate  Remove formatting on expense rates in claim summary","702","27130","19124","3198","1207","1351","936"
"2015-11-27 11:21:24 +0000","Merge pull request #812 from ministryofjustice/fix-select2-on-dynamically-added-elements  Restore JS for adding select2 to dynamically inserted DOM elements","702","27130","19124","3198","1207","1351","936"
"2015-11-27 09:37:43 +0000","Merge pull request #811 from ministryofjustice/expense_quantity_as_float  Expense quantity as float","702","27127","19124","3198","1207","1351","936"
"2015-11-26 15:55:17 +0000","Merge pull request #768 from ministryofjustice/sticky-start-claim-button  Sticky start claim button","701","27106","19103","3198","1207","1351","936"
"2015-11-25 15:19:04 +0000","Merge pull request #810 from ministryofjustice/allocation-filtering-changes  Change filtering of claims on case worker allocation page","700","27066","19103","3197","1207","1338","936"
"2015-11-25 12:20:46 +0000","Merge pull request #809 from ministryofjustice/tidy-up-css  Tidy up the css code","700","27054","19091","3197","1207","1338","936"
"2015-11-25 12:07:07 +0000","Merge pull request #789 from ministryofjustice/ga  Google Analytics","700","27059","19091","3197","1207","1343","936"
"2015-11-24 15:11:45 +0000","Merge pull request #808 from ministryofjustice/fix-activerecord-validation-error-messages  Restore ActiveRecord full_messages for errors","702","27021","19066","3187","1207","1343","936"
